,balanced,learning rate,adaptive learning,epochs,batch size,regularization,regularization parameter,accuracy
1220,True,0.1,const,1.0,40.0,l1,0.001,0.6664156626506024
1221,True,0.1,const,10.0,40.0,l1,0.001,0.6588855421686747
1222,True,0.1,const,40.0,40.0,l1,0.001,0.6754518072289156
1223,True,0.1,const,60.0,40.0,l1,0.001,0.6754518072289156
1224,True,0.1,const,1.0,60.0,l1,0.001,0.6566265060240963
1225,True,0.1,const,10.0,60.0,l1,0.001,0.6618975903614458
1226,True,0.1,const,40.0,60.0,l1,0.001,0.6754518072289156
1227,True,0.1,const,60.0,60.0,l1,0.001,0.6701807228915663
1228,True,0.1,const,1.0,80.0,l1,0.001,0.6490963855421686
1229,True,0.1,const,10.0,80.0,l1,0.001,0.6498493975903614
1230,True,0.1,const,40.0,80.0,l1,0.001,0.6656626506024096
1231,True,0.1,const,60.0,80.0,l1,0.001,0.670933734939759
1232,True,0.1,decay,1.0,10.0,l1,0.001,0.651355421686747
1233,True,0.1,decay,10.0,10.0,l1,0.001,0.6686746987951807
1234,True,0.1,decay,40.0,10.0,l1,0.001,0.6679216867469879
1235,True,0.1,decay,60.0,10.0,l1,0.001,0.6701807228915663
1236,True,0.1,decay,1.0,40.0,l1,0.001,0.6664156626506024
1237,True,0.1,decay,10.0,40.0,l1,0.001,0.6566265060240963
1238,True,0.1,decay,40.0,40.0,l1,0.001,0.6686746987951807
1239,True,0.1,decay,60.0,40.0,l1,0.001,0.6679216867469879
1240,True,0.1,decay,1.0,60.0,l1,0.001,0.6340361445783133
1241,True,0.1,decay,10.0,60.0,l1,0.001,0.6603915662650602
1242,True,0.1,decay,40.0,60.0,l1,0.001,0.6664156626506024
1243,True,0.1,decay,60.0,60.0,l1,0.001,0.6656626506024096
1244,True,0.1,decay,1.0,80.0,l1,0.001,0.6302710843373494
1245,True,0.1,decay,10.0,80.0,l1,0.001,0.6566265060240963
1246,True,0.1,decay,40.0,80.0,l1,0.001,0.6603915662650602
1247,True,0.1,decay,60.0,80.0,l1,0.001,0.661144578313253
1248,True,0.01,const,1.0,10.0,l1,0.001,0.6566265060240963
1249,True,0.01,const,10.0,10.0,l1,0.001,0.6581325301204819
1250,True,0.01,const,40.0,10.0,l1,0.001,0.670933734939759
1251,True,0.01,const,60.0,10.0,l1,0.001,0.6694277108433735
1252,True,0.01,const,1.0,40.0,l1,0.001,0.5753012048192772
1253,True,0.01,const,10.0,40.0,l1,0.001,0.6573795180722891
1254,True,0.01,const,40.0,40.0,l1,0.001,0.6588855421686747
1255,True,0.01,const,60.0,40.0,l1,0.001,0.661144578313253
1256,True,0.01,const,1.0,60.0,l1,0.001,0.6121987951807228
1257,True,0.01,const,10.0,60.0,l1,0.001,0.6566265060240963
1258,True,0.01,const,40.0,60.0,l1,0.001,0.651355421686747
1259,True,0.01,const,60.0,60.0,l1,0.001,0.6536144578313253
1260,True,0.01,const,1.0,80.0,l1,0.001,0.5549698795180723
1261,True,0.01,const,10.0,80.0,l1,0.001,0.651355421686747
1262,True,0.01,const,40.0,80.0,l1,0.001,0.6536144578313253
1263,True,0.01,const,60.0,80.0,l1,0.001,0.6588855421686747
1264,True,0.01,decay,1.0,10.0,l1,0.001,0.6483433734939759
1265,True,0.01,decay,10.0,10.0,l1,0.001,0.6603915662650602
1266,True,0.01,decay,40.0,10.0,l1,0.001,0.6641566265060241
1267,True,0.01,decay,60.0,10.0,l1,0.001,0.6664156626506024
1268,True,0.01,decay,1.0,40.0,l1,0.001,0.6106927710843374
1269,True,0.01,decay,10.0,40.0,l1,0.001,0.6716867469879518
1270,True,0.01,decay,40.0,40.0,l1,0.001,0.6551204819277109
1271,True,0.01,decay,60.0,40.0,l1,0.001,0.6581325301204819
1272,True,0.01,decay,1.0,60.0,l1,0.001,0.6234939759036144
1273,True,0.01,decay,10.0,60.0,l1,0.001,0.6551204819277109
1274,True,0.01,decay,40.0,60.0,l1,0.001,0.6566265060240963
1275,True,0.01,decay,60.0,60.0,l1,0.001,0.6566265060240963
1276,True,0.01,decay,1.0,80.0,l1,0.001,0.5760542168674698
1277,True,0.01,decay,10.0,80.0,l1,0.001,0.6370481927710844
1278,True,0.01,decay,40.0,80.0,l1,0.001,0.6528614457831325
1279,True,0.01,decay,60.0,80.0,l1,0.001,0.6573795180722891
1280,True,1.0,const,1.0,10.0,l2,1e-09,0.6634036144578314
1281,True,1.0,const,10.0,10.0,l2,1e-09,0.6792168674698795
1282,True,1.0,const,40.0,10.0,l2,1e-09,0.5828313253012049
1283,True,1.0,const,60.0,10.0,l2,1e-09,0.5286144578313253
1284,True,1.0,const,1.0,40.0,l2,1e-09,0.5956325301204819
1285,True,1.0,const,10.0,40.0,l2,1e-09,0.6483433734939759
1286,True,1.0,const,40.0,40.0,l2,1e-09,0.6400602409638554
1287,True,1.0,const,60.0,40.0,l2,1e-09,0.6445783132530121
1288,True,1.0,const,1.0,60.0,l2,1e-09,0.6746987951807228
1289,True,1.0,const,10.0,60.0,l2,1e-09,0.6400602409638554
1290,True,1.0,const,40.0,60.0,l2,1e-09,0.661144578313253
1291,True,1.0,const,60.0,60.0,l2,1e-09,0.6106927710843374
1292,True,1.0,const,1.0,80.0,l2,1e-09,0.6385542168674698
1293,True,1.0,const,10.0,80.0,l2,1e-09,0.6867469879518072
1294,True,1.0,const,40.0,80.0,l2,1e-09,0.6061746987951807
1295,True,1.0,const,60.0,80.0,l2,1e-09,0.6822289156626506
1296,True,1.0,decay,1.0,10.0,l2,1e-09,0.6679216867469879
1297,True,1.0,decay,10.0,10.0,l2,1e-09,0.6731927710843374
1298,True,1.0,decay,40.0,10.0,l2,1e-09,0.6679216867469879
1299,True,1.0,decay,60.0,10.0,l2,1e-09,0.6739457831325302
1300,True,1.0,decay,1.0,40.0,l2,1e-09,0.6762048192771084
1301,True,1.0,decay,10.0,40.0,l2,1e-09,0.6716867469879518
1302,True,1.0,decay,40.0,40.0,l2,1e-09,0.6852409638554217
1303,True,1.0,decay,60.0,40.0,l2,1e-09,0.6844879518072289
1304,True,1.0,decay,1.0,60.0,l2,1e-09,0.6024096385542169
1305,True,1.0,decay,10.0,60.0,l2,1e-09,0.6762048192771084
1306,True,1.0,decay,40.0,60.0,l2,1e-09,0.6784638554216867
1307,True,1.0,decay,60.0,60.0,l2,1e-09,0.6822289156626506
1308,True,1.0,decay,1.0,80.0,l2,1e-09,0.6573795180722891
1309,True,1.0,decay,10.0,80.0,l2,1e-09,0.6754518072289156
1310,True,1.0,decay,40.0,80.0,l2,1e-09,0.6731927710843374
1311,True,1.0,decay,60.0,80.0,l2,1e-09,0.6799698795180723
1312,True,0.5,const,1.0,10.0,l2,1e-09,0.6724397590361446
1313,True,0.5,const,10.0,10.0,l2,1e-09,0.6731927710843374
1314,True,0.5,const,40.0,10.0,l2,1e-09,0.6634036144578314
1315,True,0.5,const,60.0,10.0,l2,1e-09,0.6558734939759037
1316,True,0.5,const,1.0,40.0,l2,1e-09,0.6581325301204819
1317,True,0.5,const,10.0,40.0,l2,1e-09,0.6875
1318,True,0.5,const,40.0,40.0,l2,1e-09,0.6769578313253012
1319,True,0.5,const,60.0,40.0,l2,1e-09,0.6867469879518072
1320,True,0.5,const,1.0,60.0,l2,1e-09,0.6664156626506024
1321,True,0.5,const,10.0,60.0,l2,1e-09,0.6694277108433735
1322,True,0.5,const,40.0,60.0,l2,1e-09,0.6807228915662651
1323,True,0.5,const,60.0,60.0,l2,1e-09,0.6543674698795181
1324,True,0.5,const,1.0,80.0,l2,1e-09,0.6671686746987951
1325,True,0.5,const,10.0,80.0,l2,1e-09,0.6641566265060241
1326,True,0.5,const,40.0,80.0,l2,1e-09,0.6829819277108434
1327,True,0.5,const,60.0,80.0,l2,1e-09,0.6814759036144579
1328,True,0.5,decay,1.0,10.0,l2,1e-09,0.6792168674698795
1329,True,0.5,decay,10.0,10.0,l2,1e-09,0.6731927710843374
1330,True,0.5,decay,40.0,10.0,l2,1e-09,0.6844879518072289
1331,True,0.5,decay,60.0,10.0,l2,1e-09,0.6875
1332,True,0.5,decay,1.0,40.0,l2,1e-09,0.661144578313253
1333,True,0.5,decay,10.0,40.0,l2,1e-09,0.6716867469879518
1334,True,0.5,decay,40.0,40.0,l2,1e-09,0.6792168674698795
1335,True,0.5,decay,60.0,40.0,l2,1e-09,0.6822289156626506
1336,True,0.5,decay,1.0,60.0,l2,1e-09,0.6694277108433735
1337,True,0.5,decay,10.0,60.0,l2,1e-09,0.6769578313253012
1338,True,0.5,decay,40.0,60.0,l2,1e-09,0.6784638554216867
1339,True,0.5,decay,60.0,60.0,l2,1e-09,0.6837349397590361
1340,True,0.5,decay,1.0,80.0,l2,1e-09,0.6506024096385542
1341,True,0.5,decay,10.0,80.0,l2,1e-09,0.6679216867469879
1342,True,0.5,decay,40.0,80.0,l2,1e-09,0.6746987951807228
1343,True,0.5,decay,60.0,80.0,l2,1e-09,0.6769578313253012
1344,True,0.1,const,1.0,10.0,l2,1e-09,0.6536144578313253
1345,True,0.1,const,10.0,10.0,l2,1e-09,0.6754518072289156
1346,True,0.1,const,40.0,10.0,l2,1e-09,0.6769578313253012
1347,True,0.1,const,60.0,10.0,l2,1e-09,0.6227409638554217
1348,True,0.1,const,1.0,40.0,l2,1e-09,0.6626506024096386
1349,True,0.1,const,10.0,40.0,l2,1e-09,0.6731927710843374
1350,True,0.1,const,40.0,40.0,l2,1e-09,0.6829819277108434
1351,True,0.1,const,60.0,40.0,l2,1e-09,0.6837349397590361
1352,True,0.1,const,1.0,60.0,l2,1e-09,0.6573795180722891
1353,True,0.1,const,10.0,60.0,l2,1e-09,0.6701807228915663
1354,True,0.1,const,40.0,60.0,l2,1e-09,0.6807228915662651
1355,True,0.1,const,60.0,60.0,l2,1e-09,0.6807228915662651
1356,True,0.1,const,1.0,80.0,l2,1e-09,0.6445783132530121
1357,True,0.1,const,10.0,80.0,l2,1e-09,0.6543674698795181
1358,True,0.1,const,40.0,80.0,l2,1e-09,0.6792168674698795
1359,True,0.1,const,60.0,80.0,l2,1e-09,0.6769578313253012
1360,True,0.1,decay,1.0,10.0,l2,1e-09,0.6573795180722891
1361,True,0.1,decay,10.0,10.0,l2,1e-09,0.6784638554216867
1362,True,0.1,decay,40.0,10.0,l2,1e-09,0.6671686746987951
1363,True,0.1,decay,60.0,10.0,l2,1e-09,0.6694277108433735
1364,True,0.1,decay,1.0,40.0,l2,1e-09,0.6634036144578314
1365,True,0.1,decay,10.0,40.0,l2,1e-09,0.6634036144578314
1366,True,0.1,decay,40.0,40.0,l2,1e-09,0.6784638554216867
1367,True,0.1,decay,60.0,40.0,l2,1e-09,0.6807228915662651
1368,True,0.1,decay,1.0,60.0,l2,1e-09,0.6340361445783133
1369,True,0.1,decay,10.0,60.0,l2,1e-09,0.6649096385542169
1370,True,0.1,decay,40.0,60.0,l2,1e-09,0.6762048192771084
1371,True,0.1,decay,60.0,60.0,l2,1e-09,0.6716867469879518
1372,True,0.1,decay,1.0,80.0,l2,1e-09,0.6310240963855421
1373,True,0.1,decay,10.0,80.0,l2,1e-09,0.661144578313253
1374,True,0.1,decay,40.0,80.0,l2,1e-09,0.6694277108433735
1375,True,0.1,decay,60.0,80.0,l2,1e-09,0.6724397590361446
1376,True,0.01,const,1.0,10.0,l2,1e-09,0.6566265060240963
1377,True,0.01,const,10.0,10.0,l2,1e-09,0.6634036144578314
1378,True,0.01,const,40.0,10.0,l2,1e-09,0.6754518072289156
1379,True,0.01,const,60.0,10.0,l2,1e-09,0.6829819277108434
1380,True,0.01,const,1.0,40.0,l2,1e-09,0.5707831325301205
1381,True,0.01,const,10.0,40.0,l2,1e-09,0.6603915662650602
1382,True,0.01,const,40.0,40.0,l2,1e-09,0.6626506024096386
1383,True,0.01,const,60.0,40.0,l2,1e-09,0.6618975903614458
1384,True,0.01,const,1.0,60.0,l2,1e-09,0.6114457831325302
1385,True,0.01,const,10.0,60.0,l2,1e-09,0.6543674698795181
1386,True,0.01,const,40.0,60.0,l2,1e-09,0.6566265060240963
1387,True,0.01,const,60.0,60.0,l2,1e-09,0.6603915662650602
1388,True,0.01,const,1.0,80.0,l2,1e-09,0.5414156626506024
1389,True,0.01,const,10.0,80.0,l2,1e-09,0.6506024096385542
1390,True,0.01,const,40.0,80.0,l2,1e-09,0.6581325301204819
1391,True,0.01,const,60.0,80.0,l2,1e-09,0.6618975903614458
1392,True,0.01,decay,1.0,10.0,l2,1e-09,0.6490963855421686
1393,True,0.01,decay,10.0,10.0,l2,1e-09,0.6603915662650602
1394,True,0.01,decay,40.0,10.0,l2,1e-09,0.6739457831325302
1395,True,0.01,decay,60.0,10.0,l2,1e-09,0.6792168674698795
1396,True,0.01,decay,1.0,40.0,l2,1e-09,0.6069277108433735
1397,True,0.01,decay,10.0,40.0,l2,1e-09,0.6679216867469879
1398,True,0.01,decay,40.0,40.0,l2,1e-09,0.6603915662650602
1399,True,0.01,decay,60.0,40.0,l2,1e-09,0.6641566265060241
1400,True,0.01,decay,1.0,60.0,l2,1e-09,0.6227409638554217
1401,True,0.01,decay,10.0,60.0,l2,1e-09,0.6536144578313253
1402,True,0.01,decay,40.0,60.0,l2,1e-09,0.6596385542168675
1403,True,0.01,decay,60.0,60.0,l2,1e-09,0.661144578313253
1404,True,0.01,decay,1.0,80.0,l2,1e-09,0.5768072289156626
1405,True,0.01,decay,10.0,80.0,l2,1e-09,0.6362951807228916
1406,True,0.01,decay,40.0,80.0,l2,1e-09,0.6536144578313253
1407,True,0.01,decay,60.0,80.0,l2,1e-09,0.6596385542168675
1408,True,1.0,const,1.0,10.0,l2,1e-06,0.6634036144578314
1409,True,1.0,const,10.0,10.0,l2,1e-06,0.6792168674698795
1410,True,1.0,const,40.0,10.0,l2,1e-06,0.5828313253012049
1411,True,1.0,const,60.0,10.0,l2,1e-06,0.5286144578313253
1412,True,1.0,const,1.0,40.0,l2,1e-06,0.5956325301204819
1413,True,1.0,const,10.0,40.0,l2,1e-06,0.6483433734939759
1414,True,1.0,const,40.0,40.0,l2,1e-06,0.6400602409638554
1415,True,1.0,const,60.0,40.0,l2,1e-06,0.6445783132530121
1416,True,1.0,const,1.0,60.0,l2,1e-06,0.6746987951807228
1417,True,1.0,const,10.0,60.0,l2,1e-06,0.6400602409638554
1418,True,1.0,const,40.0,60.0,l2,1e-06,0.661144578313253
1419,True,1.0,const,60.0,60.0,l2,1e-06,0.6106927710843374
1420,True,1.0,const,1.0,80.0,l2,1e-06,0.6385542168674698
1421,True,1.0,const,10.0,80.0,l2,1e-06,0.6867469879518072
1422,True,1.0,const,40.0,80.0,l2,1e-06,0.6061746987951807
1423,True,1.0,const,60.0,80.0,l2,1e-06,0.6822289156626506
1424,True,1.0,decay,1.0,10.0,l2,1e-06,0.6679216867469879
1425,True,1.0,decay,10.0,10.0,l2,1e-06,0.6731927710843374
1426,True,1.0,decay,40.0,10.0,l2,1e-06,0.6679216867469879
1427,True,1.0,decay,60.0,10.0,l2,1e-06,0.6739457831325302
1428,True,1.0,decay,1.0,40.0,l2,1e-06,0.6762048192771084
1429,True,1.0,decay,10.0,40.0,l2,1e-06,0.6716867469879518
1430,True,1.0,decay,40.0,40.0,l2,1e-06,0.6852409638554217
1431,True,1.0,decay,60.0,40.0,l2,1e-06,0.6844879518072289
1432,True,1.0,decay,1.0,60.0,l2,1e-06,0.6024096385542169
1433,True,1.0,decay,10.0,60.0,l2,1e-06,0.6754518072289156
1434,True,1.0,decay,40.0,60.0,l2,1e-06,0.6784638554216867
1435,True,1.0,decay,60.0,60.0,l2,1e-06,0.6822289156626506
1436,True,1.0,decay,1.0,80.0,l2,1e-06,0.6573795180722891
1437,True,1.0,decay,10.0,80.0,l2,1e-06,0.6754518072289156
1438,True,1.0,decay,40.0,80.0,l2,1e-06,0.6731927710843374
1439,True,1.0,decay,60.0,80.0,l2,1e-06,0.6799698795180723
1440,True,0.5,const,1.0,10.0,l2,1e-06,0.6724397590361446
1441,True,0.5,const,10.0,10.0,l2,1e-06,0.6731927710843374
1442,True,0.5,const,40.0,10.0,l2,1e-06,0.6626506024096386
1443,True,0.5,const,60.0,10.0,l2,1e-06,0.6566265060240963
1444,True,0.5,const,1.0,40.0,l2,1e-06,0.6581325301204819
1445,True,0.5,const,10.0,40.0,l2,1e-06,0.6875
1446,True,0.5,const,40.0,40.0,l2,1e-06,0.6769578313253012
1447,True,0.5,const,60.0,40.0,l2,1e-06,0.6875
1448,True,0.5,const,1.0,60.0,l2,1e-06,0.6664156626506024
1449,True,0.5,const,10.0,60.0,l2,1e-06,0.6694277108433735
1450,True,0.5,const,40.0,60.0,l2,1e-06,0.6807228915662651
1451,True,0.5,const,60.0,60.0,l2,1e-06,0.6543674698795181
1452,True,0.5,const,1.0,80.0,l2,1e-06,0.6671686746987951
1453,True,0.5,const,10.0,80.0,l2,1e-06,0.6641566265060241
1454,True,0.5,const,40.0,80.0,l2,1e-06,0.6829819277108434
1455,True,0.5,const,60.0,80.0,l2,1e-06,0.6822289156626506
1456,True,0.5,decay,1.0,10.0,l2,1e-06,0.6792168674698795
1457,True,0.5,decay,10.0,10.0,l2,1e-06,0.6731927710843374
1458,True,0.5,decay,40.0,10.0,l2,1e-06,0.6844879518072289
1459,True,0.5,decay,60.0,10.0,l2,1e-06,0.6875
1460,True,0.5,decay,1.0,40.0,l2,1e-06,0.661144578313253
1461,True,0.5,decay,10.0,40.0,l2,1e-06,0.6716867469879518
1462,True,0.5,decay,40.0,40.0,l2,1e-06,0.6792168674698795
1463,True,0.5,decay,60.0,40.0,l2,1e-06,0.6822289156626506
1464,True,0.5,decay,1.0,60.0,l2,1e-06,0.6694277108433735
1465,True,0.5,decay,10.0,60.0,l2,1e-06,0.6769578313253012
1466,True,0.5,decay,40.0,60.0,l2,1e-06,0.6784638554216867
1467,True,0.5,decay,60.0,60.0,l2,1e-06,0.6837349397590361
1468,True,0.5,decay,1.0,80.0,l2,1e-06,0.6506024096385542
1469,True,0.5,decay,10.0,80.0,l2,1e-06,0.6679216867469879
1470,True,0.5,decay,40.0,80.0,l2,1e-06,0.6746987951807228
1471,True,0.5,decay,60.0,80.0,l2,1e-06,0.6769578313253012
1472,True,0.1,const,1.0,10.0,l2,1e-06,0.6536144578313253
1473,True,0.1,const,10.0,10.0,l2,1e-06,0.6754518072289156
1474,True,0.1,const,40.0,10.0,l2,1e-06,0.6769578313253012
1475,True,0.1,const,60.0,10.0,l2,1e-06,0.6227409638554217
1476,True,0.1,const,1.0,40.0,l2,1e-06,0.6626506024096386
1477,True,0.1,const,10.0,40.0,l2,1e-06,0.6731927710843374
1478,True,0.1,const,40.0,40.0,l2,1e-06,0.6829819277108434
1479,True,0.1,const,60.0,40.0,l2,1e-06,0.6837349397590361
1480,True,0.1,const,1.0,60.0,l2,1e-06,0.6573795180722891
1481,True,0.1,const,10.0,60.0,l2,1e-06,0.6701807228915663
1482,True,0.1,const,40.0,60.0,l2,1e-06,0.6807228915662651
1483,True,0.1,const,60.0,60.0,l2,1e-06,0.6807228915662651
1484,True,0.1,const,1.0,80.0,l2,1e-06,0.6445783132530121
1485,True,0.1,const,10.0,80.0,l2,1e-06,0.6543674698795181
1486,True,0.1,const,40.0,80.0,l2,1e-06,0.6792168674698795
1487,True,0.1,const,60.0,80.0,l2,1e-06,0.6769578313253012
1488,True,0.1,decay,1.0,10.0,l2,1e-06,0.6573795180722891
1489,True,0.1,decay,10.0,10.0,l2,1e-06,0.6784638554216867
1490,True,0.1,decay,40.0,10.0,l2,1e-06,0.6671686746987951
1491,True,0.1,decay,60.0,10.0,l2,1e-06,0.6694277108433735
1492,True,0.1,decay,1.0,40.0,l2,1e-06,0.6634036144578314
1493,True,0.1,decay,10.0,40.0,l2,1e-06,0.6634036144578314
1494,True,0.1,decay,40.0,40.0,l2,1e-06,0.6784638554216867
1495,True,0.1,decay,60.0,40.0,l2,1e-06,0.6807228915662651
1496,True,0.1,decay,1.0,60.0,l2,1e-06,0.6340361445783133
1497,True,0.1,decay,10.0,60.0,l2,1e-06,0.6649096385542169
1498,True,0.1,decay,40.0,60.0,l2,1e-06,0.6754518072289156
1499,True,0.1,decay,60.0,60.0,l2,1e-06,0.6716867469879518
1500,True,0.1,decay,1.0,80.0,l2,1e-06,0.6310240963855421
1501,True,0.1,decay,10.0,80.0,l2,1e-06,0.661144578313253
1502,True,0.1,decay,40.0,80.0,l2,1e-06,0.6694277108433735
1503,True,0.1,decay,60.0,80.0,l2,1e-06,0.6724397590361446
1504,True,0.01,const,1.0,10.0,l2,1e-06,0.6566265060240963
1505,True,0.01,const,10.0,10.0,l2,1e-06,0.6626506024096386
1506,True,0.01,const,40.0,10.0,l2,1e-06,0.6754518072289156
1507,True,0.01,const,60.0,10.0,l2,1e-06,0.6829819277108434
1508,True,0.01,const,1.0,40.0,l2,1e-06,0.5707831325301205
1509,True,0.01,const,10.0,40.0,l2,1e-06,0.6603915662650602
1510,True,0.01,const,40.0,40.0,l2,1e-06,0.6626506024096386
1511,True,0.01,const,60.0,40.0,l2,1e-06,0.6618975903614458
1512,True,0.01,const,1.0,60.0,l2,1e-06,0.6114457831325302
1513,True,0.01,const,10.0,60.0,l2,1e-06,0.6543674698795181
1514,True,0.01,const,40.0,60.0,l2,1e-06,0.6566265060240963
1515,True,0.01,const,60.0,60.0,l2,1e-06,0.6603915662650602
1516,True,0.01,const,1.0,80.0,l2,1e-06,0.5414156626506024
1517,True,0.01,const,10.0,80.0,l2,1e-06,0.6506024096385542
1518,True,0.01,const,40.0,80.0,l2,1e-06,0.6581325301204819
1519,True,0.01,const,60.0,80.0,l2,1e-06,0.6618975903614458
1520,True,0.01,decay,1.0,10.0,l2,1e-06,0.6490963855421686
1521,True,0.01,decay,10.0,10.0,l2,1e-06,0.6603915662650602
1522,True,0.01,decay,40.0,10.0,l2,1e-06,0.6739457831325302
1523,True,0.01,decay,60.0,10.0,l2,1e-06,0.6792168674698795
1524,True,0.01,decay,1.0,40.0,l2,1e-06,0.6069277108433735
1525,True,0.01,decay,10.0,40.0,l2,1e-06,0.6679216867469879
1526,True,0.01,decay,40.0,40.0,l2,1e-06,0.6603915662650602
1527,True,0.01,decay,60.0,40.0,l2,1e-06,0.6641566265060241
1528,True,0.01,decay,1.0,60.0,l2,1e-06,0.6227409638554217
1529,True,0.01,decay,10.0,60.0,l2,1e-06,0.6536144578313253
1530,True,0.01,decay,40.0,60.0,l2,1e-06,0.6596385542168675
1531,True,0.01,decay,60.0,60.0,l2,1e-06,0.661144578313253
1532,True,0.01,decay,1.0,80.0,l2,1e-06,0.5768072289156626
1533,True,0.01,decay,10.0,80.0,l2,1e-06,0.6362951807228916
1534,True,0.01,decay,40.0,80.0,l2,1e-06,0.6536144578313253
1535,True,0.01,decay,60.0,80.0,l2,1e-06,0.6596385542168675
1536,True,1.0,const,1.0,10.0,l2,0.001,0.6656626506024096
1537,True,1.0,const,10.0,10.0,l2,0.001,0.6731927710843374
1538,True,1.0,const,40.0,10.0,l2,0.001,0.5993975903614458
1539,True,1.0,const,60.0,10.0,l2,0.001,0.5534638554216867
1540,True,1.0,const,1.0,40.0,l2,0.001,0.6009036144578314
1541,True,1.0,const,10.0,40.0,l2,0.001,0.651355421686747
1542,True,1.0,const,40.0,40.0,l2,0.001,0.6393072289156626
1543,True,1.0,const,60.0,40.0,l2,0.001,0.6438253012048193
1544,True,1.0,const,1.0,60.0,l2,0.001,0.6724397590361446
1545,True,1.0,const,10.0,60.0,l2,0.001,0.6483433734939759
1546,True,1.0,const,40.0,60.0,l2,0.001,0.6603915662650602
1547,True,1.0,const,60.0,60.0,l2,0.001,0.6317771084337349
1548,True,1.0,const,1.0,80.0,l2,0.001,0.6460843373493976
1549,True,1.0,const,10.0,80.0,l2,0.001,0.6807228915662651
1550,True,1.0,const,40.0,80.0,l2,0.001,0.6280120481927711
1551,True,1.0,const,60.0,80.0,l2,0.001,0.6671686746987951
1552,True,1.0,decay,1.0,10.0,l2,0.001,0.6603915662650602
1553,True,1.0,decay,10.0,10.0,l2,0.001,0.670933734939759
1554,True,1.0,decay,40.0,10.0,l2,0.001,0.670933734939759
1555,True,1.0,decay,60.0,10.0,l2,0.001,0.6724397590361446
1556,True,1.0,decay,1.0,40.0,l2,0.001,0.670933734939759
1557,True,1.0,decay,10.0,40.0,l2,0.001,0.6664156626506024
1558,True,1.0,decay,40.0,40.0,l2,0.001,0.6814759036144579
1559,True,1.0,decay,60.0,40.0,l2,0.001,0.6746987951807228
1560,True,1.0,decay,1.0,60.0,l2,0.001,0.6114457831325302
1561,True,1.0,decay,10.0,60.0,l2,0.001,0.6769578313253012
1562,True,1.0,decay,40.0,60.0,l2,0.001,0.6731927710843374
1563,True,1.0,decay,60.0,60.0,l2,0.001,0.6686746987951807
1564,True,1.0,decay,1.0,80.0,l2,0.001,0.6551204819277109
1565,True,1.0,decay,10.0,80.0,l2,0.001,0.6731927710843374
1566,True,1.0,decay,40.0,80.0,l2,0.001,0.6686746987951807
1567,True,1.0,decay,60.0,80.0,l2,0.001,0.6731927710843374
1568,True,0.5,const,1.0,10.0,l2,0.001,0.6716867469879518
1569,True,0.5,const,10.0,10.0,l2,0.001,0.6716867469879518
1570,True,0.5,const,40.0,10.0,l2,0.001,0.6528614457831325
1571,True,0.5,const,60.0,10.0,l2,0.001,0.6370481927710844
1572,True,0.5,const,1.0,40.0,l2,0.001,0.6543674698795181
1573,True,0.5,const,10.0,40.0,l2,0.001,0.6762048192771084
1574,True,0.5,const,40.0,40.0,l2,0.001,0.677710843373494
1575,True,0.5,const,60.0,40.0,l2,0.001,0.6882530120481928
1576,True,0.5,const,1.0,60.0,l2,0.001,0.6656626506024096
1577,True,0.5,const,10.0,60.0,l2,0.001,0.6626506024096386
1578,True,0.5,const,40.0,60.0,l2,0.001,0.6724397590361446
1579,True,0.5,const,60.0,60.0,l2,0.001,0.661144578313253
1580,True,0.5,const,1.0,80.0,l2,0.001,0.6686746987951807
1581,True,0.5,const,10.0,80.0,l2,0.001,0.6649096385542169
1582,True,0.5,const,40.0,80.0,l2,0.001,0.6731927710843374
1583,True,0.5,const,60.0,80.0,l2,0.001,0.6762048192771084
1584,True,0.5,decay,1.0,10.0,l2,0.001,0.670933734939759
1585,True,0.5,decay,10.0,10.0,l2,0.001,0.6656626506024096
1586,True,0.5,decay,40.0,10.0,l2,0.001,0.6769578313253012
1587,True,0.5,decay,60.0,10.0,l2,0.001,0.6769578313253012
1588,True,0.5,decay,1.0,40.0,l2,0.001,0.6588855421686747
1589,True,0.5,decay,10.0,40.0,l2,0.001,0.670933734939759
1590,True,0.5,decay,40.0,40.0,l2,0.001,0.6716867469879518
1591,True,0.5,decay,60.0,40.0,l2,0.001,0.6701807228915663
1592,True,0.5,decay,1.0,60.0,l2,0.001,0.6679216867469879
1593,True,0.5,decay,10.0,60.0,l2,0.001,0.670933734939759
1594,True,0.5,decay,40.0,60.0,l2,0.001,0.6731927710843374
1595,True,0.5,decay,60.0,60.0,l2,0.001,0.6739457831325302
1596,True,0.5,decay,1.0,80.0,l2,0.001,0.6498493975903614
1597,True,0.5,decay,10.0,80.0,l2,0.001,0.6634036144578314
1598,True,0.5,decay,40.0,80.0,l2,0.001,0.6671686746987951
1599,True,0.5,decay,60.0,80.0,l2,0.001,0.6671686746987951
1600,True,0.1,const,1.0,10.0,l2,0.001,0.651355421686747
1601,True,0.1,const,10.0,10.0,l2,0.001,0.6762048192771084
1602,True,0.1,const,40.0,10.0,l2,0.001,0.670933734939759
1603,True,0.1,const,60.0,10.0,l2,0.001,0.6332831325301205
1604,True,0.1,const,1.0,40.0,l2,0.001,0.6664156626506024
1605,True,0.1,const,10.0,40.0,l2,0.001,0.6649096385542169
1606,True,0.1,const,40.0,40.0,l2,0.001,0.6829819277108434
