,number of layers,nodes per layer,epoch,batch size,learning rate,initial learning rate,momentum parameter,lambda,stopping tol,cost,accuracy,data set
67,4,23 : 40_tanh : 20_tanh : 2_tanh,33,50,0.3533568904593639,0.4,0.9,1e-08,0.0001,0.4424745228063258,0.8096666666666666,test
68,4,23 : 40_tanh : 20_tanh : 2_tanh,34,50,0.352112676056338,0.4,0.9,1e-08,0.0001,0.44329500127875626,0.805962962962963,train
69,4,23 : 40_tanh : 20_tanh : 2_tanh,34,50,0.352112676056338,0.4,0.9,1e-08,0.0001,0.44348114176006864,0.8076666666666666,test
70,4,23 : 40_tanh : 20_tanh : 2_tanh,35,50,0.3508771929824561,0.4,0.9,1e-08,0.0001,0.4457132472070345,0.798,train
71,4,23 : 40_tanh : 20_tanh : 2_tanh,35,50,0.3508771929824561,0.4,0.9,1e-08,0.0001,0.44524032760156856,0.7996666666666666,test
72,4,23 : 40_tanh : 20_tanh : 2_tanh,36,50,0.34965034965034963,0.4,0.9,1e-08,0.0001,0.44393613931320003,0.8028518518518518,train
73,4,23 : 40_tanh : 20_tanh : 2_tanh,36,50,0.34965034965034963,0.4,0.9,1e-08,0.0001,0.44331382710023964,0.8063333333333333,test
74,4,23 : 40_tanh : 20_tanh : 2_tanh,37,50,0.3484320557491289,0.4,0.9,1e-08,0.0001,0.439902049865243,0.8142592592592592,train
75,4,23 : 40_tanh : 20_tanh : 2_tanh,37,50,0.3484320557491289,0.4,0.9,1e-08,0.0001,0.4415414579154613,0.81,test
76,4,23 : 40_tanh : 20_tanh : 2_tanh,38,50,0.3472222222222222,0.4,0.9,1e-08,0.0001,0.4392770889465559,0.8134444444444444,train
77,4,23 : 40_tanh : 20_tanh : 2_tanh,38,50,0.3472222222222222,0.4,0.9,1e-08,0.0001,0.4406633846711948,0.8086666666666666,test
78,4,23 : 40_tanh : 20_tanh : 2_tanh,39,50,0.3460207612456747,0.4,0.9,1e-08,0.0001,0.4399544929270394,0.8119259259259259,train
79,4,23 : 40_tanh : 20_tanh : 2_tanh,39,50,0.3460207612456747,0.4,0.9,1e-08,0.0001,0.44057486601742624,0.8076666666666666,test
80,4,23 : 40_tanh : 20_tanh : 2_tanh,40,50,0.3448275862068965,0.4,0.9,1e-08,0.0001,0.4413052763963854,0.810037037037037,train
81,4,23 : 40_tanh : 20_tanh : 2_tanh,40,50,0.3448275862068965,0.4,0.9,1e-08,0.0001,0.4418529732017116,0.807,test
82,4,23 : 40_tanh : 20_tanh : 2_tanh,41,50,0.3436426116838488,0.4,0.9,1e-08,0.0001,0.4412315781021544,0.8085185185185185,train
83,4,23 : 40_tanh : 20_tanh : 2_tanh,41,50,0.3436426116838488,0.4,0.9,1e-08,0.0001,0.4417085929403577,0.808,test
84,4,23 : 40_tanh : 20_tanh : 2_tanh,42,50,0.3424657534246575,0.4,0.9,1e-08,0.0001,0.4388877085845982,0.8132222222222222,train
85,4,23 : 40_tanh : 20_tanh : 2_tanh,42,50,0.3424657534246575,0.4,0.9,1e-08,0.0001,0.4410575126562259,0.8086666666666666,test
86,4,23 : 40_tanh : 20_tanh : 2_tanh,43,50,0.341296928327645,0.4,0.9,1e-08,0.0001,0.43986214878744817,0.8112222222222222,train
87,4,23 : 40_tanh : 20_tanh : 2_tanh,43,50,0.341296928327645,0.4,0.9,1e-08,0.0001,0.44097223202562486,0.8076666666666666,test
88,4,23 : 40_tanh : 20_tanh : 2_tanh,44,50,0.3401360544217687,0.4,0.9,1e-08,0.0001,0.438523858600125,0.8130740740740741,train
89,4,23 : 40_tanh : 20_tanh : 2_tanh,44,50,0.3401360544217687,0.4,0.9,1e-08,0.0001,0.4404204382483054,0.808,test
90,4,23 : 40_tanh : 20_tanh : 2_tanh,45,50,0.3389830508474576,0.4,0.9,1e-08,0.0001,0.43839689408348786,0.8137037037037037,train
91,4,23 : 40_tanh : 20_tanh : 2_tanh,45,50,0.3389830508474576,0.4,0.9,1e-08,0.0001,0.44092726447965863,0.8083333333333333,test
92,4,23 : 40_tanh : 20_tanh : 2_tanh,46,50,0.33783783783783783,0.4,0.9,1e-08,0.0001,0.44483378127185136,0.814,train
