,number of layers,nodes per layer,epoch,batch size,learning rate,initial learning rate,momentum parameter,lambda,stopping tol,cost,accuracy,data set
2,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,1,50,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.5180543905663103,0.7782962962962963,train
3,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,1,50,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.5115978231952353,0.7833333333333333,test
4,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,2,50,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5177790186943292,0.7782962962962963,train
5,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,2,50,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5114325154266175,0.7833333333333333,test
6,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,3,50,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.5175251059888445,0.7782962962962963,train
7,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,3,50,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.5110671404260861,0.7833333333333333,test
8,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,4,50,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.5173104344895856,0.7782962962962963,train
9,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,4,50,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.5108594180118394,0.7833333333333333,test
10,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,5,50,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5171053551300322,0.7782962962962963,train
11,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,5,50,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5107142166975641,0.7833333333333333,test
12,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,6,50,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.516958806490647,0.7782962962962963,train
13,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,6,50,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.5105133147699812,0.7833333333333333,test
0,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,50,0.05,0.05,0.9,0.0001,0.0001,0.5018735553791155,0.7781481481481481,train
1,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,0,50,0.05,0.05,0.9,0.0001,0.0001,0.4973061897201556,0.7826666666666666,test
2,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,50,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.502573688443299,0.7782962962962963,train
3,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,1,50,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.49737421756015177,0.7833333333333333,test
4,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,50,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5039764282611376,0.7782962962962963,train
5,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,2,50,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.4987542060382422,0.7833333333333333,test
6,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,50,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.5052020648659782,0.7782962962962963,train
7,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,3,50,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.4998534944923568,0.7833333333333333,test
8,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,50,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.5063983016004002,0.7782962962962963,train
9,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,4,50,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.5010056082245942,0.7833333333333333,test
10,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,50,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5075428876530373,0.7782962962962963,train
11,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,5,50,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5021062379527008,0.7833333333333333,test
12,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,50,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.5082557030302354,0.7782962962962963,train
13,5,23 : 10_tanh : 20_tanh : 40_tanh : 2_tanh,6,50,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.5026298797680543,0.7833333333333333,test
0,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,50,0.05,0.05,0.9,0.0001,0.0001,0.5211674499653739,0.7782962962962963,train
1,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,0,50,0.05,0.05,0.9,0.0001,0.0001,0.5150426993071675,0.7833333333333333,test
2,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,50,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.5208022534716844,0.7782962962962963,train
3,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,1,50,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.5145013615167403,0.7833333333333333,test
4,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,50,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5206364749244262,0.7782962962962963,train
5,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,2,50,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5142842742100169,0.7833333333333333,test
6,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,50,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.5205432315105872,0.7782962962962963,train
7,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,3,50,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.5143148695232364,0.7833333333333333,test
8,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,50,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.5203773894382893,0.7782962962962963,train
9,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,4,50,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.514074571496006,0.7833333333333333,test
10,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,50,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5202675812001541,0.7782962962962963,train
11,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,5,50,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5138819993332097,0.7833333333333333,test
12,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,50,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.5201590094619322,0.7782962962962963,train
13,5,23 : 10_sigmoid : 20_sigmoid : 40_sigmoid : 2_sigmoid,6,50,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.5138627050510949,0.7833333333333333,test
0,3,23 : 40_tanh : 2_tanh,0,100,0.05,0.05,0.9,0.0001,0.0001,0.5703893304172569,0.7364074074074074,train
1,3,23 : 40_tanh : 2_tanh,0,100,0.05,0.05,0.9,0.0001,0.0001,0.5573243159637725,0.7436666666666667,test
2,3,23 : 40_tanh : 2_tanh,1,100,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.5657187079887228,0.7425185185185185,train
3,3,23 : 40_tanh : 2_tanh,1,100,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.5525659051633639,0.7526666666666667,test
4,3,23 : 40_tanh : 2_tanh,2,100,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5617834119599454,0.7473703703703704,train
5,3,23 : 40_tanh : 2_tanh,2,100,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5489373770213023,0.7593333333333333,test
6,3,23 : 40_tanh : 2_tanh,3,100,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.5584612697469149,0.7501481481481481,train
7,3,23 : 40_tanh : 2_tanh,3,100,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.5459920431502336,0.761,test
8,3,23 : 40_tanh : 2_tanh,4,100,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.5553541337847128,0.7519259259259259,train
9,3,23 : 40_tanh : 2_tanh,4,100,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.5432039073566802,0.7606666666666667,test
10,3,23 : 40_tanh : 2_tanh,5,100,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5524186177143291,0.7549259259259259,train
11,3,23 : 40_tanh : 2_tanh,5,100,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5405334130268175,0.763,test
12,3,23 : 40_tanh : 2_tanh,6,100,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.549271833993365,0.7557777777777778,train
13,3,23 : 40_tanh : 2_tanh,6,100,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.5380300636851113,0.7633333333333333,test
14,3,23 : 40_tanh : 2_tanh,7,100,0.04982561036372696,0.05,0.9,0.0001,0.0001,0.5469126243329746,0.7585925925925926,train
15,3,23 : 40_tanh : 2_tanh,7,100,0.04982561036372696,0.05,0.9,0.0001,0.0001,0.5358804604239553,0.7686666666666667,test
16,3,23 : 40_tanh : 2_tanh,8,100,0.04980079681274901,0.05,0.9,0.0001,0.0001,0.5446655758219254,0.7599259259259259,train
17,3,23 : 40_tanh : 2_tanh,8,100,0.04980079681274901,0.05,0.9,0.0001,0.0001,0.5341513112904,0.7686666666666667,test
18,3,23 : 40_tanh : 2_tanh,9,100,0.04977600796416128,0.05,0.9,0.0001,0.0001,0.542866650244715,0.7622962962962962,train
19,3,23 : 40_tanh : 2_tanh,9,100,0.04977600796416128,0.05,0.9,0.0001,0.0001,0.5324266634326145,0.771,test
20,3,23 : 40_tanh : 2_tanh,10,100,0.04975124378109454,0.05,0.9,0.0001,0.0001,0.5409677619859945,0.7638518518518519,train
21,3,23 : 40_tanh : 2_tanh,10,100,0.04975124378109454,0.05,0.9,0.0001,0.0001,0.5307074232316222,0.774,test
22,3,23 : 40_tanh : 2_tanh,11,100,0.04972650422675286,0.05,0.9,0.0001,0.0001,0.5389687269549238,0.7645185185185185,train
23,3,23 : 40_tanh : 2_tanh,11,100,0.04972650422675286,0.05,0.9,0.0001,0.0001,0.5291772574287699,0.774,test
24,3,23 : 40_tanh : 2_tanh,12,100,0.04970178926441352,0.05,0.9,0.0001,0.0001,0.5376576678761973,0.7664074074074074,train
25,3,23 : 40_tanh : 2_tanh,12,100,0.04970178926441352,0.05,0.9,0.0001,0.0001,0.527903023227171,0.775,test
26,3,23 : 40_tanh : 2_tanh,13,100,0.04967709885742673,0.05,0.9,0.0001,0.0001,0.5361404160396798,0.7671481481481481,train
27,3,23 : 40_tanh : 2_tanh,13,100,0.04967709885742673,0.05,0.9,0.0001,0.0001,0.5267320713987925,0.7763333333333333,test
28,3,23 : 40_tanh : 2_tanh,14,100,0.0496524329692155,0.05,0.9,0.0001,0.0001,0.5349287758141806,0.7688148148148148,train
29,3,23 : 40_tanh : 2_tanh,14,100,0.0496524329692155,0.05,0.9,0.0001,0.0001,0.5256840066856358,0.7763333333333333,test
30,3,23 : 40_tanh : 2_tanh,15,100,0.04962779156327543,0.05,0.9,0.0001,0.0001,0.5338164979754758,0.7693703703703704,train
31,3,23 : 40_tanh : 2_tanh,15,100,0.04962779156327543,0.05,0.9,0.0001,0.0001,0.5248239898847105,0.777,test
32,3,23 : 40_tanh : 2_tanh,16,100,0.04960317460317461,0.05,0.9,0.0001,0.0001,0.532690055767339,0.7700370370370371,train
33,3,23 : 40_tanh : 2_tanh,16,100,0.04960317460317461,0.05,0.9,0.0001,0.0001,0.523885694026033,0.777,test
