,accuracy,batch size,cost,data set,epoch,initial learning rate,lambda,learning rate,momentum parameter,nodes per layer,number of layers,pol order,stopping tol
123,Nan,50,0.004030181999535629,train,60,0.4,1e-06,0.32258064516129026,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
124,Nan,50,0.003128072808000556,test,61,0.4,1e-06,0.32154340836012857,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
125,Nan,50,0.0040636194987850255,train,61,0.4,1e-06,0.32154340836012857,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
126,Nan,50,0.003241081551838531,test,62,0.4,1e-06,0.3205128205128205,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
127,Nan,50,0.004016327135817625,train,62,0.4,1e-06,0.3205128205128205,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
128,Nan,50,0.0033588052015099084,test,63,0.4,1e-06,0.3194888178913738,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
129,Nan,50,0.00404844645379866,train,63,0.4,1e-06,0.3194888178913738,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
130,Nan,50,0.0036381267797001918,test,64,0.4,1e-06,0.3184713375796178,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
131,Nan,50,0.004074262132842806,train,64,0.4,1e-06,0.3184713375796178,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
132,Nan,50,0.0033465671243470703,test,65,0.4,1e-06,0.31746031746031744,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
133,Nan,50,0.003943222815529174,train,65,0.4,1e-06,0.31746031746031744,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
134,Nan,50,0.0033013082955759185,test,66,0.4,1e-06,0.3164556962025316,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
135,Nan,50,0.003960664408670242,train,66,0.4,1e-06,0.3164556962025316,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
136,Nan,50,0.003390699826776327,test,67,0.4,1e-06,0.31545741324921134,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
137,Nan,50,0.003954773275315678,train,67,0.4,1e-06,0.31545741324921134,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
138,Nan,50,0.0034317717860456957,test,68,0.4,1e-06,0.3144654088050314,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
139,Nan,50,0.003994367377721717,train,68,0.4,1e-06,0.3144654088050314,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
140,Nan,50,0.0032034526443795387,test,69,0.4,1e-06,0.3134796238244514,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
141,Nan,50,0.003936310078208054,train,69,0.4,1e-06,0.3134796238244514,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
142,Nan,50,0.0029720750764913513,test,70,0.4,1e-06,0.31249999999999994,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
143,Nan,50,0.003916746814055628,train,70,0.4,1e-06,0.31249999999999994,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
144,Nan,50,0.002911343358538656,test,71,0.4,1e-06,0.3115264797507788,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
145,Nan,50,0.0038583037448680865,train,71,0.4,1e-06,0.3115264797507788,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
146,Nan,50,0.003069167187910735,test,72,0.4,1e-06,0.3105590062111801,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
147,Nan,50,0.003995921387949735,train,72,0.4,1e-06,0.3105590062111801,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
148,Nan,50,0.0019651682984551853,validation,72,0.4,1e-06,0.3105590062111801,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
149,Nan,50,0.0033128613249887575,test,73,0.4,1e-06,0.3095975232198142,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
150,Nan,50,0.003781372637658353,train,73,0.4,1e-06,0.3095975232198142,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
151,Nan,50,0.0034775567966792422,test,74,0.4,1e-06,0.3086419753086419,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
152,Nan,50,0.0037961834208138485,train,74,0.4,1e-06,0.3086419753086419,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
153,Nan,50,0.003369927347139331,test,75,0.4,1e-06,0.30769230769230765,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
154,Nan,50,0.003800722158887147,train,75,0.4,1e-06,0.30769230769230765,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
155,Nan,50,0.0033430554504281598,test,76,0.4,1e-06,0.30674846625766866,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
156,Nan,50,0.004206499389452079,train,76,0.4,1e-06,0.30674846625766866,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
157,Nan,50,0.0029444161041742778,validation,76,0.4,1e-06,0.30674846625766866,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
158,Nan,50,0.005173625738444967,test,77,0.4,1e-06,0.3058103975535168,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
159,Nan,50,0.004083295751574288,train,77,0.4,1e-06,0.3058103975535168,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
160,Nan,50,0.005282182479466422,test,78,0.4,1e-06,0.30487804878048774,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
161,Nan,50,0.004080324076769316,train,78,0.4,1e-06,0.30487804878048774,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
162,Nan,50,0.004776681463640629,test,79,0.4,1e-06,0.30395136778115495,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
163,Nan,50,0.004106772355254316,train,79,0.4,1e-06,0.30395136778115495,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
164,Nan,50,0.0052097087256282116,test,80,0.4,1e-06,0.303030303030303,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
